Repr_id,REPR_FACI,REPR_DIST,TYP_CASE,REPR_NM,REPR_PHON_NUM,REPR_D,TYP_REPR_DISE_COND,LN_CASE,FN_CASE,DOB,NATL,CASE_UID1,CASE_UID2,DIST_CASE_RESI,DIST_CASE_RESI_TYP,SEX,OCCU,PHYS_ADDR,NEAR_LMK,PHON_NUM_CASE,PARE_CARET_NM,D_SEEN_FACI,VACC,VACC_TYP_VAC,VACC_NUM_DOSE,D_FACI_NOTI_DIST,D_L_VACCI,RECE_TRAV_HIST,D_O_RETU,ANY_CONT_OT_CASE,ANY_CLUSTER,D_ONSE,PREG_CASE_FEM,TRIM,PRES_SYMP,U_CONDS,COVI_HIST,P_COMPL_FRM_NM,D_S_COLL,D_S_SENT_LAB,S_TYP,S_COND,D_LAB_RECE_S,TYP_O_TESTS_PERF,TEST_PLAT,FIN_LAB_RESU,D_LAB_SENT_RESU_DIST,D_RESU_SENT_HCW,D_DIST_RECE_RESU,CASE_F_O,CASE_F_CLASS
MOH8433953518,1514,MW-CK,POE,Tina,+265(0)886714370,2020-12-06,SARS/MERS/COVID,Kane,Marcus,1984-11-18,IN,NID,IN425602,MW-KS,Rural,Male,journalist,P.O.Box 29879 MW-CR,School,+265(0)993403694,Christopher,2020-11-26,Covid-19,AstraZeneca,2,2020-12-06,2020-11-17,Indigenous,2020-11-07,Confirmed,Family,2020-11-18,N/A,N/A,Bleeding,Other,No,Stephen Johnson,2020-12-06,2020-12-07,OP swab,Adequate,2020-12-07,PCR,Molecular Labs,Negative,2020-12-08,2020-12-08,2020-12-11,Alive,Lost
MOH7169027562,1514,MW-MC,IPD,Randall,+265(0)886964287,2020-08-31,AEFI,Miller,Kimberly,1943-11-14,ZA,NID,ZA257754,MW-CT,Urban,Female,nurse,P.O.Box 15473 MW-NK,School,+265(0)993842566,April,2020-08-25,Covid-19,Johnson & Johnson,1,2020-08-31,2020-08-21,International,2020-08-17,Suspected,Work place,2020-08-08,Yes,Third,Fever,Neurological Dz,Yes,Joseph Padilla,2020-08-31,2020-08-31,Saliva,Adequate,2020-08-31,Antigen POC tests,Mobile testing,Positive,2020-09-01,2020-09-01,2020-09-04,Lost,Compatible
MOH8821780325,137,MW-LK,POE,Michael,,2020-07-15,SARIs,Boone,Sharon,1969-05-19,BR,NID,BR460739,MW-TH,Urban,Female,student,P.O.Box 37054 MW-MC,Church,,Elizabeth,2020-07-13,None,N/A,0,2020-07-15,2020-07-13,International,2020-06-28,No,No,2020-07-13,Yes,First,Cough,No,Yes,Denise Ellis,2020-07-15,2020-07-15,Saliva,Adequate,2020-07-15,Antigen POC tests,Mobile testing,Positive,2020-07-16,2020-07-16,2020-07-19,Lost,Compatible
MOH8474763910,1603,MW-BL,POE,Brenda,+265(0)991466843,2020-06-15,Unexplained cluster,Cook,David,1950-12-20,US,Passport,US443434,MW-CK,Urban,Male,minister,P.O.Box 26990 MW-LI,School,+265(0)994110329,Kathleen,2020-06-15,Covid-19,AstraZeneca,2,2020-06-15,2020-06-03,International,2020-06-05,Suspected,No,2020-06-01,N/A,N/A,Fatigue,Mental,Yes,James Weber,2020-06-15,2020-06-15,NP swab,Adequate,2020-06-15,Antigen POC tests,Molecular Labs,Negative,2020-06-17,2020-06-17,2020-06-20,Lost,Probable
MOH7086136151,2801,MW-CT,OPD,Anthony,+265(0)993431815,2020-09-09,AEFI,Wilson,Matthew,1975-12-24,ET,NID,ET101671,MW-NU,Urban,Male,nurse,P.O.Box 79556 MW-NU,Hospital,+265(0)995365498,Rebecca,2020-09-02,None,N/A,0,2020-09-09,2020-08-25,International,2020-08-17,Suspected,Work place,2020-08-27,N/A,N/A,Shortness of Breath,Neurological Dz,Yes,Samantha Perez,2020-09-09,2020-09-10,NP swab,Adequate,2020-09-12,PCR,Molecular Labs,Positive,2020-09-14,2020-09-14,2020-09-17,Lost,Compatible
MOH4578878631,532,MW-TH,POE,Mark,+265(0)884499211,2020-05-22,Unexplained cluster,White,Joseph,1973-07-15,US,Passport,US231926,MW-CR,Rural,Male,business,P.O.Box 30794 MW-NS,Market,,Kevin,2020-05-16,Covid-19,Johnson & Johnson,1,2020-05-22,2020-05-02,Indigenous,2020-05-09,Confirmed,Family,2020-05-06,N/A,N/A,Headache,Other,Yes,Latoya Hood,2020-05-22,2020-05-23,NP swab,Not Adequate,2020-05-26,PCR,Mobile testing,Positive,2020-05-27,2020-05-27,2020-05-28,Alive,Probable
MOH6551033974,205,MW-NE,OPD,Denise,,2020-05-12,SARS/MERS/COVID,Lam,Paula,1940-01-16,BI,NID,BI121212,MW-CR,Urban,Female,teacher,P.O.Box 10990 MW-NI,Church,+265(0)885801067,Adam,2020-05-06,None,N/A,0,2020-05-12,2020-04-23,International,2020-05-02,No,Family,2020-05-03,No,N/A,Bleeding,HIV,Yes,Monica Meyer,2020-05-12,2020-05-13,Saliva,Not Adequate,2020-05-15,PCR,Molecular Labs,Negative,2020-05-16,2020-05-16,2020-05-17,Dead,Compatible
MOH9072280651,417,MW-MU,IPD,Christopher,+265(0)882422923,2020-04-29,SARS/MERS/COVID,Wright,Robert,1995-04-12,BE,NID,BE646093,MW-BL,Rural,Male,student,P.O.Box 43951 MW-MG,Hospital,,Danielle,2020-04-24,Covid-19,AstraZeneca,2,2020-04-29,2020-04-24,International,2020-04-15,Suspected,Work place,2020-04-17,N/A,N/A,Other,Stroke,Yes,Alexa Benson,2020-04-29,2020-04-29,OP swab,Not Adequate,2020-05-01,PCR,Molecular Labs,Positive,2020-05-02,2020-05-02,2020-05-05,TO,Lost
MOH4240509288,408,MW-MW,OPD,Bradley,+265(0)882018792,2020-05-27,AEFI,Fleming,Jonathan,1960-12-06,BI,NID,BI423508,MW-NI,Rural,Male,teacher,P.O.Box 53552 MW-NS,Market,+265(0)994936359,Erica,2020-05-21,Covid-19,AstraZeneca,2,2020-05-27,2020-05-14,International,2020-05-20,Confirmed,Hospital,2020-05-02,N/A,N/A,No(Asymptomatic),HIV,Yes,Karen Ross,2020-05-27,2020-05-28,Blood,Not Adequate,2020-05-28,Antigen POC tests,Mobile testing,Positive,2020-05-31,2020-05-31,2020-06-01,Dead,Confirmed
MOH1599815449,3801,MW-LI,IPD,Tamara,+265(0)994038491,2020-10-06,SARIs,Lester,Julia,1926-09-18,CF,Passport,CF693964,MW-LK,Urban,Female,farmer,P.O.Box 12023 MW-RU,Hospital,+265(0)999654288,Kelsey,2020-09-26,None,N/A,0,2020-10-06,2020-09-15,Indigenous,2020-09-22,Suspected,No,2020-09-13,No,N/A,Other,COPD,No,Benjamin Lowe,2020-10-06,2020-10-07,Saliva,Not Adequate,2020-10-09,Antigen POC tests,Mobile testing,Negative,2020-10-09,2020-10-09,2020-10-12,TO,Compatible
MOH3811931607,3520,MW-CR,IPD,Jennifer,+265(0)999159545,2020-10-12,Unexplained cluster,Blackburn,Cassie,1926-03-27,BI,NID,BI181908,MW-CR,Rural,Female,lawyer,P.O.Box 27037 MW-NU,Hospital,,Heather,2020-10-07,Covid-19,AstraZeneca,2,2020-10-12,2020-09-20,Indigenous,2020-10-05,No,No,2020-10-04,No,N/A,Abdominal pain,COPD,Yes,Amy Levine,2020-10-12,2020-10-12,Blood,Adequate,2020-10-12,Antigen POC tests,Molecular Labs,Positive,2020-10-12,2020-10-12,2020-10-13,Lost,Lost
MOH4542838650,305,MW-MC,POE,Martin,+265(0)996324722,2020-10-29,SARIs,Reed,Angela,1987-11-01,NG,NID,NG321080,MW-MZ,Urban,Female,accountant,P.O.Box 77587 MW-DO,Market,,Maureen,2020-10-27,Covid-19,AstraZeneca,2,2020-10-29,2020-10-11,International,2020-10-12,No,Family,2020-10-24,Yes,Second,Other,DM,No,Jesus Young,2020-10-29,2020-10-29,Saliva,Not Adequate,2020-10-29,Antigen POC tests,Mobile testing,Negative,2020-10-30,2020-10-30,2020-11-02,Lost,Probable
MOH5351748040,3520,MW-KR,POE,Tanner,+265(0)884586386,2020-07-11,AEFI,Donaldson,James,1993-08-17,IN,NID,IN643960,MW-MW,Urban,Male,blank,P.O.Box 78833 MW-TH,Hospital,+265(0)888804284,Renee,2020-07-01,Covid-19,AstraZeneca,2,2020-07-11,2020-06-11,Indigenous,2020-06-29,No,No,2020-06-15,N/A,N/A,Other,Kidney Dz,Yes,Stephanie Rice,2020-07-11,2020-07-12,Blood,Not Adequate,2020-07-15,PCR,Molecular Labs,Positive,2020-07-16,2020-07-16,2020-07-18,TO,Lost
MOH1338501274,4077,MW-ZO,OPD,Debra,+265(0)998450094,2020-05-28,SARS/MERS/COVID,Anderson,Kevin,1961-10-13,NL,Passport,NL472761,MW-TH,Urban,Male,minister,P.O.Box 18775 MW-PH,Hospital,+265(0)888620256,George,2020-05-18,None,N/A,0,2020-05-28,2020-05-13,Indigenous,2020-05-04,Confirmed,School,2020-04-30,N/A,N/A,Headache,Cardiovascular Dz,Yes,Jackson Lee,2020-05-28,2020-05-29,Blood,Not Adequate,2020-05-29,PCR,Molecular Labs,Positive,2020-05-29,2020-05-29,2020-05-31,Dead,Confirmed
MOH4674742648,3424,MW-MC,POE,Wayne,+265(0)997084931,2020-08-08,AEFI,Delgado,Danielle,1950-12-21,KW,Passport,KW565272,MW-CR,Rural,Female,accountant,P.O.Box 34851 MW-NU,Hospital,,Heather,2020-08-06,Covid-19,AstraZeneca,2,2020-08-08,2020-07-21,Indigenous,2020-07-19,No,Work place,2020-07-17,No,N/A,Cough,DM,No,Joanne Gonzalez,2020-08-08,2020-08-09,Blood,Not Adequate,2020-08-10,PCR,Molecular Labs,Positive,2020-08-12,2020-08-12,2020-08-13,Dead,Probable
MOH5542169327,3315,MW-ZO,POE,Megan,+265(0)881041363,2020-07-01,Unexplained cluster,Wong,Dana,1928-06-27,IE,NID,IE153864,MW-MZ,Urban,Female,clerk,P.O.Box 62153 MW-KR,Market,+265(0)996391137,Patricia,2020-06-22,None,N/A,0,2020-07-01,2020-06-19,Indigenous,2020-06-03,Suspected,Family,2020-06-11,Yes,Third,Shortness of Breath,Kidney Dz,Yes,Kevin Petersen,2020-07-01,2020-07-01,NP swab,Not Adequate,2020-07-04,Antigen POC tests,Molecular Labs,Negative,2020-07-05,2020-07-05,2020-07-05,Dead,Probable
MOH8481409434,206,MW-SA,IPD,Robert,+265(0)996310286,2020-07-27,AEFI,Ramos,Nicole,1931-07-16,RW,Passport,RW169153,MW-MZ,Urban,Female,lecturer,P.O.Box 33683 MW-TH,Market,+265(0)996526710,Theresa,2020-07-23,None,N/A,0,2020-07-27,2020-07-03,Indigenous,2020-07-14,Confirmed,Work place,2020-07-13,No,N/A,Headache,Neurological Dz,No,Alexandra Green,2020-07-27,2020-07-28,Blood,Not Adequate,2020-07-28,Antigen POC tests,Mobile testing,Negative,2020-07-29,2020-07-29,2020-08-01,Lost,Compatible
MOH9597380486,1013,MW-NB,POE,Manuel,+265(0)888770463,2020-10-07,Unexplained cluster,Hansen,Keith,1961-08-12,DE,Passport,DE191905,MW-MG,Urban,Male,accountant,P.O.Box 13498 MW-MC,Market,,Danielle,2020-10-06,Covid-19,AstraZeneca,2,2020-10-07,2020-09-24,International,2020-09-20,No,Hospital,2020-09-20,N/A,N/A,Bleeding,No,Yes,Xavier Bonilla,2020-10-07,2020-10-07,Blood,Not Adequate,2020-10-10,Antigen POC tests,Mobile testing,Positive,2020-10-12,2020-10-12,2020-10-12,Lost,Confirmed
MOH1404401887,531,MW-DE,IPD,Stephanie,,2020-07-21,SARIs,Gallagher,Debra,1978-10-22,NG,NID,NG503499,MW-DE,Rural,Female,clerk,P.O.Box 65603 MW-MW,School,+265(0)992834972,Gregory,2020-07-13,Covid-19,AstraZeneca,2,2020-07-21,2020-07-10,International,2020-06-28,Suspected,Family,2020-06-29,Yes,First,Skin rash,No,No,Timothy Norman,2020-07-21,2020-07-21,NP swab,Adequate,2020-07-24,PCR,Mobile testing,Negative,2020-07-27,2020-07-27,2020-07-27,Dead,Probable
MOH6023586946,206,MW-ZO,POE,Bryan,,2020-05-19,SARIs,Ray,Kimberly,1968-03-09,MW,Passport,MW993526,MW-CR,Rural,Female,accountant,P.O.Box 10407 MW-NU,Church,+265(0)888351986,John,2020-05-19,Covid-19,AstraZeneca,2,2020-05-19,2020-05-09,International,2020-05-19,Suspected,Work place,2020-05-14,No,N/A,Fatigue,TB,No,Omar Parrish,2020-05-19,2020-05-20,Blood,Adequate,2020-05-23,Antigen POC tests,Mobile testing,Negative,2020-05-23,2020-05-23,2020-05-25,Lost,Probable
MOH6147304126,2517,MW-NI,POE,Lawrence,+265(0)888259080,2020-10-30,SARIs,Brown,Mackenzie,1982-01-20,MW,NID,MW682394,MW-NU,Rural,Female,clerk,P.O.Box 61819 MW-CT,Hospital,+265(0)993088895,Joshua,2020-10-28,Covid-19,AstraZeneca,2,2020-10-30,2020-10-13,International,2020-10-10,No,Work place,2020-10-12,No,N/A,Diarrhea,Mental,Yes,Nicholas Ewing,2020-10-30,2020-10-31,Saliva,Adequate,2020-11-02,Antigen POC tests,Mobile testing,Negative,2020-11-05,2020-11-05,2020-11-08,Dead,Probable
MOH3828406051,1335,MW-MH,OPD,Andre,+265(0)882923094,2020-12-25,Unexplained cluster,Johnson,Katie,1955-11-21,IT,NID,IT637143,MW-BA,Urban,Female,blank,P.O.Box 32921 MW-TH,School,,David,2020-12-23,Covid-19,AstraZeneca,2,2020-12-25,2020-12-23,International,2020-12-20,No,School,2020-12-03,Yes,Third,Skin rash,No,Yes,Ethan Smith,2020-12-25,2020-12-25,Blood,Not Adequate,2020-12-25,PCR,Molecular Labs,Negative,2020-12-26,2020-12-26,2020-12-26,Dead,Confirmed
MOH7908097926,509,MW-KR,OPD,Madison,,2020-09-21,Unexplained cluster,Garza,Jamie,1925-03-01,GB,Passport,GB667715,MW-PH,Rural,Female,accountant,P.O.Box 57659 MW-LI,Church,+265(0)995008455,Robert,2020-09-20,Covid-19,AstraZeneca,2,2020-09-21,2020-09-04,International,2020-09-16,Confirmed,Work place,2020-09-14,No,N/A,Abdominal pain,Kidney Dz,No,Charles Robinson,2020-09-21,2020-09-21,Blood,Not Adequate,2020-09-24,Antigen POC tests,Molecular Labs,Negative,2020-09-24,2020-09-24,2020-09-27,Lost,Probable
MOH5824550040,411,MW-CR,POE,Shane,+265(0)999959804,2020-12-11,Unexplained cluster,Cole,Jason,1952-09-20,CA,Passport,CA783954,MW-MW,Rural,Male,technician,P.O.Box 35418 MW-NB,Market,+265(0)881871608,Katelyn,2020-12-04,Covid-19,AstraZeneca,2,2020-12-11,2020-11-29,Indigenous,2020-11-15,Confirmed,Family,2020-11-14,N/A,N/A,Skin rash,Asthma,No,Stephen White,2020-12-11,2020-12-12,Blood,Adequate,2020-12-14,PCR,Molecular Labs,Negative,2020-12-17,2020-12-17,2020-12-19,Lost,Compatible
MOH5548666251,1210,MW-MU,IPD,James,+265(0)998910480,2020-08-05,SARS/MERS/COVID,Cooper,Angela,1929-06-19,KE,NID,KE701277,MW-TH,Urban,Female,nurse,P.O.Box 24527 MW-NE,Hospital,,James,2020-07-26,Covid-19,AstraZeneca,2,2020-08-05,2020-07-15,International,2020-07-19,Suspected,Family,2020-07-13,No,N/A,Skin rash,COPD,No,Erin Hansen,2020-08-05,2020-08-05,OP swab,Adequate,2020-08-08,Antigen POC tests,Mobile testing,Negative,2020-08-10,2020-08-10,2020-08-10,Lost,Probable
MOH4096096712,2706,MW-MW,IPD,William,+265(0)998611593,2020-12-04,SARIs,Wallace,Dean,1928-04-24,BI,Passport,BI547296,MW-MZ,Urban,Male,blank,P.O.Box 05649 MW-MZ,School,+265(0)998066138,Cristina,2020-11-26,None,N/A,0,2020-12-04,2020-11-12,International,2020-11-07,No,School,2020-11-18,N/A,N/A,Abdominal pain,Liver Dz,Yes,Xavier Hall,2020-12-04,2020-12-05,Blood,Not Adequate,2020-12-08,Antigen POC tests,Molecular Labs,Negative,2020-12-10,2020-12-10,2020-12-12,TO,Compatible
MOH3997692982,1836,MW-KR,POE,David,,2020-07-21,Unexplained cluster,Gomez,Meredith,1942-12-05,BE,NID,BE449885,MW-NU,Urban,Female,teacher,P.O.Box 30982 MW-LI,Market,+265(0)888960681,Peter,2020-07-12,Covid-19,Johnson & Johnson,1,2020-07-21,2020-07-12,International,2020-07-06,No,No,2020-06-29,Yes,Third,Shortness of Breath,Cancer,Yes,John Brown,2020-07-21,2020-07-21,Blood,Not Adequate,2020-07-21,PCR,Mobile testing,Negative,2020-07-21,2020-07-21,2020-07-23,TO,Lost
MOH8000559539,505,MW-CT,POE,Jennifer,+265(0)885469209,2020-11-29,SARS/MERS/COVID,Clark,Crystal,1926-04-10,NL,Passport,NL619351,MW-MH,Urban,Female,lecturer,P.O.Box 08383 MW-NU,School,,Samantha,2020-11-24,Covid-19,Johnson & Johnson,1,2020-11-29,2020-11-04,Indigenous,2020-11-24,No,Work place,2020-11-12,No,N/A,Skin rash,Cardiovascular Dz,Yes,Alicia Douglas,2020-11-29,2020-11-29,Saliva,Adequate,2020-11-29,PCR,Molecular Labs,Positive,2020-12-01,2020-12-01,2020-12-02,TO,Probable
MOH9504474143,2719,MW-MW,OPD,Michael,+265(0)883854520,2020-08-13,AEFI,White,Anthony,1965-06-17,RW,Passport,RW389393,MW-MW,Urban,Male,politician,P.O.Box 34168 MW-MH,Church,,Megan,2020-08-08,Covid-19,AstraZeneca,2,2020-08-13,2020-08-04,International,2020-07-30,No,No,2020-07-28,N/A,N/A,Diarrhea,Liver Dz,Yes,Jessica Munoz,2020-08-13,2020-08-13,Blood,Not Adequate,2020-08-16,PCR,Mobile testing,Positive,2020-08-18,2020-08-18,2020-08-19,Alive,Lost
MOH2371994409,538,MW-CR,IPD,Kenneth,+265(0)997410791,2020-11-14,SARIs,Gallagher,Lauren,1984-05-14,GR,NID,GR357550,MW-NI,Urban,Female,politician,P.O.Box 10400 MW-PH,Church,,Matthew,2020-11-04,None,N/A,0,2020-11-14,2020-10-28,International,2020-10-18,No,Hospital,2020-10-17,Yes,Second,No(Asymptomatic),Cancer,Yes,Patrick Ford,2020-11-14,2020-11-14,NP swab,Adequate,2020-11-16,PCR,Molecular Labs,Positive,2020-11-17,2020-11-17,2020-11-18,Alive,Confirmed
MOH3670575959,2719,MW-KS,OPD,Brent,,2020-05-07,SARS/MERS/COVID,Barnett,Darren,1949-10-12,BE,Passport,BE404956,MW-NK,Urban,Male,journalist,P.O.Box 08352 MW-MU,Church,,Debbie,2020-04-28,None,N/A,0,2020-05-07,2020-04-12,International,2020-04-09,No,No,2020-04-21,N/A,N/A,Bleeding,Other,No,Scott Brooks,2020-05-07,2020-05-08,NP swab,Not Adequate,2020-05-08,Antigen POC tests,Molecular Labs,Negative,2020-05-10,2020-05-10,2020-05-10,Lost,Confirmed
MOH8896013174,2808,MW-NB,POE,Carolyn,+265(0)889801647,2020-07-16,Unexplained cluster,Barrett,Christian,1947-04-25,IT,NID,IT763667,MW-NB,Rural,Male,student,P.O.Box 42606 MW-CR,Hospital,+265(0)884303354,Ronald,2020-07-09,Covid-19,AstraZeneca,2,2020-07-16,2020-06-21,International,2020-06-29,Confirmed,Family,2020-07-03,N/A,N/A,Headache,Neurological Dz,No,Samantha Duncan,2020-07-16,2020-07-16,OP swab,Adequate,2020-07-17,Antigen POC tests,Mobile testing,Negative,2020-07-17,2020-07-17,2020-07-18,Alive,Confirmed
MOH9030294181,2719,MW-RU,IPD,Yolanda,,2020-11-01,SARIs,Buck,Stacy,1989-03-27,BE,Passport,BE932468,MW-DO,Urban,Female,teacher,P.O.Box 32937 MW-TH,Hospital,+265(0)995888342,Savannah,2020-10-27,None,N/A,0,2020-11-01,2020-10-08,International,2020-10-14,Confirmed,School,2020-10-17,Yes,Third,Fever,Cardiovascular Dz,No,Taylor Mullen,2020-11-01,2020-11-02,Saliva,Not Adequate,2020-11-05,PCR,Mobile testing,Positive,2020-11-06,2020-11-06,2020-11-08,Lost,Lost
MOH9628733361,206,MW-MH,OPD,Lisa,,2020-10-10,SARIs,Nguyen,Julia,1966-11-10,CN,Passport,CN682171,MW-NB,Rural,Female,technician,P.O.Box 23154 MW-CK,Hospital,+265(0)885070482,William,2020-09-30,Covid-19,AstraZeneca,2,2020-10-10,2020-09-16,Indigenous,2020-09-28,No,School,2020-09-15,Yes,First,Skin rash,TB,No,Victoria Hernandez PhD,2020-10-10,2020-10-11,OP swab,Not Adequate,2020-10-11,Antigen POC tests,Mobile testing,Negative,2020-10-11,2020-10-11,2020-10-11,Alive,Lost
MOH8663367696,1603,MW-SA,POE,Jeremy,,2020-06-16,Unexplained cluster,Cooper,James,1929-08-21,BR,NID,BR301983,MW-NS,Urban,Male,Engineer,P.O.Box 03660 MW-PH,Church,+265(0)996784817,Sandra,2020-06-11,Covid-19,Johnson & Johnson,1,2020-06-16,2020-05-23,Indigenous,2020-05-28,No,Hospital,2020-06-08,N/A,N/A,Fatigue,Neurological Dz,Yes,Jill Mitchell,2020-06-16,2020-06-16,Saliva,Adequate,2020-06-18,Antigen POC tests,Molecular Labs,Positive,2020-06-21,2020-06-21,2020-06-22,TO,Probable
MOH6374660982,1008,MW-CT,IPD,Carla,+265(0)884717741,2020-06-27,Unexplained cluster,Wallace,Regina,1987-07-13,MZ,Passport,MZ959196,MW-MU,Urban,Female,student,P.O.Box 50410 MW-NI,Market,,Alexander,2020-06-21,None,N/A,0,2020-06-27,2020-06-13,International,2020-06-17,Suspected,School,2020-06-06,Yes,Third,Nausea,Cardiovascular Dz,No,Joe Dorsey,2020-06-27,2020-06-27,Blood,Not Adequate,2020-06-27,Antigen POC tests,Mobile testing,Positive,2020-06-30,2020-06-30,2020-07-03,Lost,Probable
MOH3997692982,1836,MW-DO,POE,David,,2020-11-20,SARIs,Green,Nancy,1975-02-07,BR,NID,BR661616,MW-NS,Rural,Female,lecturer,P.O.Box 68417 MW-NK,Market,+265(0)884431143,Jerry,2020-11-15,Covid-19,Johnson & Johnson,1,2020-11-20,2020-10-29,International,2020-11-09,Suspected,Hospital,2020-11-07,Yes,Third,Chest pain,Neurological Dz,No,Courtney Liu,2020-11-20,2020-11-21,Blood,Adequate,2020-11-21,Antigen POC tests,Mobile testing,Positive,2020-11-22,2020-11-22,2020-11-25,Alive,Probable
MOH2233520857,3402,MW-NI,IPD,Sherry,,2020-07-03,SARIs,Rodriguez,Jennifer,1936-12-25,ZM,Passport,ZM442706,MW-NU,Rural,Female,clerk,P.O.Box 50662 MW-BL,Market,,Jason,2020-06-25,None,N/A,0,2020-07-03,2020-06-05,Indigenous,2020-06-18,Suspected,No,2020-06-24,No,N/A,Shortness of Breath,Neurological Dz,Yes,Gloria Santana,2020-07-03,2020-07-04,Saliva,Not Adequate,2020-07-07,PCR,Molecular Labs,Negative,2020-07-09,2020-07-09,2020-07-11,Dead,Lost
MOH7058951021,531,MW-NI,IPD,Heather,+265(0)997707738,2020-09-02,AEFI,Smith,Jeffrey,1958-08-16,RW,NID,RW448173,MW-MW,Urban,Male,lawyer,P.O.Box 92327 MW-CR,School,+265(0)994400896,Donald,2020-08-31,Covid-19,Johnson & Johnson,1,2020-09-02,2020-08-11,Indigenous,2020-08-11,Suspected,Hospital,2020-08-21,N/A,N/A,Headache,HIV,No,Emily Smith,2020-09-02,2020-09-03,Saliva,Not Adequate,2020-09-06,PCR,Mobile testing,Positive,2020-09-08,2020-09-08,2020-09-08,Alive,Lost
MOH1440884433,1336,MW-ZO,OPD,Jesus,+265(0)883802661,2020-08-14,Unexplained cluster,Williams,Michael,1935-05-11,IE,NID,IE229396,MW-TH,Urban,Male,accountant,P.O.Box 34885 MW-KS,Market,,Joshua,2020-08-06,None,N/A,0,2020-08-14,2020-07-30,International,2020-08-02,Suspected,Work place,2020-07-21,N/A,N/A,Fever,DM,No,Vanessa Flores,2020-08-14,2020-08-15,NP swab,Adequate,2020-08-18,Antigen POC tests,Molecular Labs,Positive,2020-08-18,2020-08-18,2020-08-18,TO,Confirmed
MOH9504474143,2719,MW-CT,POE,Michael,+265(0)883854520,2020-12-13,AEFI,Stewart,Lisa,1987-02-01,AU,Passport,AU757079,MW-KR,Urban,Female,lecturer,P.O.Box 64274 MW-RU,Market,+265(0)996158279,Annette,2020-12-12,Covid-19,Johnson & Johnson,1,2020-12-13,2020-12-02,Indigenous,2020-11-24,Suspected,Work place,2020-11-27,No,N/A,Shortness of Breath,HIV,Yes,Kylie Gonzalez,2020-12-13,2020-12-13,NP swab,Adequate,2020-12-15,PCR,Mobile testing,Positive,2020-12-16,2020-12-16,2020-12-19,TO,Confirmed
MOH3036261844,3509,MW-LI,POE,Joyce,+265(0)991543463,2020-07-19,AEFI,Rhodes,Timothy,2001-05-28,JP,Passport,JP703714,MW-MG,Rural,Male,technician,P.O.Box 70421 MW-MZ,School,,Jessica,2020-07-18,Covid-19,AstraZeneca,2,2020-07-19,2020-07-06,International,2020-07-11,No,Work place,2020-07-10,N/A,N/A,Abdominal pain,HIV,No,Shawn Anderson,2020-07-19,2020-07-20,OP swab,Not Adequate,2020-07-20,PCR,Molecular Labs,Positive,2020-07-21,2020-07-21,2020-07-22,Alive,Probable
MOH1652304885,2517,MW-DE,OPD,Andrea,,2020-08-25,AEFI,Lawrence,Robert,1983-09-11,MW,Passport,MW465303,MW-RU,Rural,Male,Engineer,P.O.Box 95385 MW-NS,Hospital,,Pamela,2020-08-16,None,N/A,0,2020-08-25,2020-08-14,Indigenous,2020-07-30,Suspected,School,2020-07-31,N/A,N/A,Shortness of Breath,Stroke,Yes,Thomas Sims,2020-08-25,2020-08-26,Blood,Adequate,2020-08-26,PCR,Mobile testing,Negative,2020-08-26,2020-08-26,2020-08-28,Dead,Compatible
MOH4612497489,1111,MW-NI,IPD,Donald,,2020-10-15,SARIs,Williams,Mark,1953-05-10,CA,NID,CA620771,MW-DE,Rural,Male,farmer,P.O.Box 76902 MW-BA,Church,,Jillian,2020-10-10,Covid-19,Johnson & Johnson,1,2020-10-15,2020-09-28,International,2020-10-08,No,No,2020-10-06,N/A,N/A,Chest pain,Asthma,No,Brent Bonilla,2020-10-15,2020-10-16,OP swab,Adequate,2020-10-19,Antigen POC tests,Mobile testing,Negative,2020-10-21,2020-10-21,2020-10-23,Alive,Probable
MOH9184719134,2605,MW-SA,OPD,Stephanie,,2020-05-26,SARIs,Adams,Samantha,1922-11-22,DE,NID,DE674959,MW-PH,Urban,Female,technician,P.O.Box 89885 MW-LI,Hospital,+265(0)996781133,Matthew,2020-05-24,Covid-19,AstraZeneca,2,2020-05-26,2020-05-07,Indigenous,2020-05-22,Confirmed,No,2020-05-23,No,N/A,Bleeding,Asthma,Yes,Paul Sloan,2020-05-26,2020-05-26,Saliva,Adequate,2020-05-29,Antigen POC tests,Mobile testing,Positive,2020-05-30,2020-05-30,2020-05-31,TO,Lost
MOH3002915177,1618,MW-KR,POE,Todd,+265(0)888271706,2020-04-12,AEFI,King,Rebecca,1949-05-19,TZ,NID,TZ234920,MW-NK,Rural,Female,business,P.O.Box 33835 MW-NK,Market,+265(0)996492132,Sherri,2020-04-08,None,N/A,0,2020-04-12,2020-04-04,Indigenous,2020-03-24,No,Work place,2020-03-25,Yes,Third,Diarrhea,Stroke,No,Alexandra Le,2020-04-12,2020-04-13,OP swab,Adequate,2020-04-16,Antigen POC tests,Mobile testing,Negative,2020-04-19,2020-04-19,2020-04-22,TO,Lost
